road_SPREAD,road_Rolling 3P,road_Rolling TOT,road_Rolling ST,road_Rolling TO,road_Rolling BL,road_Rolling PTS,road_Rolling FG%,road_Rolling FT%,home_Rolling 3P,home_Rolling TOT,home_Rolling ST,home_Rolling TO,home_Rolling BL,home_Rolling PTS,home_Rolling FG%,home_Rolling FT%,home team win
8,7.4,23,8.4,18.6,4.4,102,0.452741298,0.637651078,4.6,20.8,9.8,12.4,3.6,98.4,0.464525974,0.596444352,1
-4.5,8,21.2,5.2,16,4.8,101.8,0.439973993,0.708967449,6.8,22.8,7.4,13.6,3.4,101.2,0.446207838,0.738421053,0
10.5,3.4,17,5.6,15.6,4.2,87.8,0.422265568,0.684860587,8.2,22.6,9.6,16,4.8,102.6,0.488267739,0.832583333,1
8.5,7.6,20.6,8.4,13.4,3.8,103.6,0.420558231,0.809711363,6.4,22.6,7.2,14.6,6.4,104.4,0.458044362,0.783837513,1
1.5,6,23.4,9.8,13.4,8.4,104.8,0.463302957,0.75977689,6.8,19.8,6.6,11.4,4.6,90.2,0.410252787,0.714610644,0
-3.5,9.8,22.8,7.2,12.6,4.8,102,0.428052955,0.833441558,11.8,23.2,7.6,13.4,6.6,103.6,0.463100071,0.763757027,0
6.5,7.4,22.8,7.6,14.4,4.4,100,0.479270183,0.815779967,8.2,23,10,14.8,4.6,99,0.4800035,0.735431235,1
7,7,23,10,13.4,6,104.4,0.460738433,0.786390856,4.4,20.2,5.6,14.2,1.8,90.4,0.436052857,0.713906618,0
12,6.4,20.8,8,14.4,4.4,90.4,0.418764865,0.81960114,10,26,10,16,5.6,108.2,0.509132457,0.770923127,1
-8,13.8,23.6,8.6,17.2,6,108.8,0.506898898,0.723716931,6.4,21.6,7.6,14.6,3.2,93.6,0.455537419,0.723823351,1
-1,8,22.2,8.6,17.2,5,100.2,0.445347953,0.7432088,9.4,23.2,6.4,11.8,4,106.6,0.434013928,0.87069646,1
3.5,6,21.8,7.8,14.4,4.6,96.2,0.464041576,0.849899749,7.4,23.4,10.4,18.6,5,102.4,0.449631251,0.66821135,1
7.5,6.8,23,6.6,15.4,4.8,85.2,0.407032377,0.754786325,7,19.4,5.4,14,5.6,94.2,0.447893258,0.740333215,1
-4.5,9.2,23.4,8.4,14.4,4.2,107.6,0.488687024,0.73516674,8.8,22.8,7,13.4,4.4,97,0.44320334,0.772082024,0
9.5,6,22.2,10.6,14,3.6,103.6,0.47094652,0.587120343,6.8,21,8.8,14.6,5.4,98.4,0.489912863,0.803333333,0
3,9.8,19.8,7.2,11,4.4,106.4,0.484269009,0.704408602,4,19.8,8,11.2,4.8,89.6,0.43120605,0.798734423,1
8,3.6,16.8,5.4,15.2,3.8,89.2,0.431253948,0.710834613,7,21.6,8,11.8,3.4,98.4,0.435182348,0.856007291,1
-8.5,5.6,23,7.6,15.2,7.2,104,0.48896761,0.754670846,7,23,8,14.4,3,102.4,0.457495093,0.759849624,0
8,9.2,19.6,6.4,13.8,5.8,97,0.422944311,0.768474189,9.2,21,6.2,16,5.4,105.8,0.459486188,0.725850566,1
-3.5,8.4,23.2,8.4,12.8,5,109.4,0.5012559,0.723738169,6.6,17.2,6.8,16.2,3.6,92.6,0.439639328,0.700087719,1
-2.5,7,22,6.6,12.4,4.6,104.2,0.477579985,0.72745846,7.6,20.6,8.4,14.8,4.2,93,0.42884551,0.852934473,1
10,9,19.2,7,12,3.6,103.8,0.472484375,0.771075269,12.2,22,8.4,14.2,5.2,107,0.499486971,0.701216931,0
-4.5,6.4,22.4,11,15.8,4,103.2,0.47844652,0.585581881,7.4,23,6,14.8,5.6,90.8,0.431315936,0.770659341,0
2.5,7.2,21.4,7,11.4,3.6,96.2,0.435210383,0.848477879,8,24,9.6,13.2,5.8,109.8,0.467415827,0.776963246,0
-8.5,8.8,23.2,9.4,16.4,3.2,99.4,0.441879054,0.756521493,7,20.2,6.2,13.4,2.4,96.8,0.464398179,0.752990018,0
-7,7.8,23.2,7,13.4,4.8,103.2,0.491447839,0.809616162,6.2,27.6,10,16.2,4.4,103.8,0.471545022,0.719152661,1
2.5,6.2,22.2,7.2,14.8,6.8,102.4,0.471917129,0.803636364,8,22.4,4.8,12.2,4.2,108.2,0.446932588,0.859787369,1
-1,7.8,21.4,6.6,11.8,5.4,90.8,0.425726472,0.721333333,6.4,21.2,7.2,12.2,4.8,95,0.432294249,0.774696403,0
1,5.6,22,6.4,11.4,4,103,0.474497065,0.761902905,4.4,21.6,7.8,11.6,5,94,0.463457132,0.743596578,0
-5,7.4,21,10,16,5.4,97.6,0.482845946,0.780925307,5,24.8,4.8,14.6,3,97,0.453993928,0.675772744,1
7,8.2,20.6,10.8,18,5,104.6,0.431540533,0.683467358,3.2,15.4,4.6,14.4,3.8,86.4,0.409475727,0.751723502,1
9.5,8,23.4,7,14.6,7.4,91.6,0.420025856,0.755974026,8.6,22.6,10.2,15.8,4.6,99,0.473046038,0.739506471,0
6,6,18.2,6.6,14.8,5.2,92.2,0.414464503,0.733421053,8.2,21.8,7.8,14.2,4,96,0.449092753,0.820064103,1
-4,8,24,7.6,12.4,6.2,105,0.470183436,0.73472718,8.4,19.8,6.2,13,5,97,0.45492789,0.741050061,1
5.5,6,22.6,9.6,15.6,4.2,102,0.471184433,0.834721178,8.8,21.4,7.4,12.4,6.2,95.6,0.452207308,0.804969697,1
5,10.2,22.4,7.6,14.6,5,108,0.467245517,0.739183899,12.8,22.2,8.6,15,4.2,106,0.471390792,0.739423559,1
-5.5,6.2,19.6,6.6,14.2,7.4,104.2,0.458149128,0.815,9,24,8.4,13.4,5,110.6,0.471978231,0.793629913,0
4,8,18.2,6.2,15.4,4.4,96,0.443119485,0.777997998,9.6,19.2,7.6,12.6,4.6,104.8,0.484105544,0.76844369,1
11,7,21,5.4,12.6,2,99.4,0.468024939,0.841112624,7.6,21.4,4.6,11.4,3.8,107.8,0.450681995,0.870543672,1
4,11.6,24,7.2,12.4,7.2,104.8,0.459932142,0.76733759,7.6,24,7.6,14,3.6,98.8,0.443646778,0.749323308,0
-6.5,7.6,21.8,6.2,12.8,6,101.2,0.456222397,0.748244421,8.6,22.6,8.6,18.2,4.6,102.6,0.443347865,0.656544281,0
-6,6.2,20,6,12.6,4,99,0.452423895,0.738511092,6.2,18.2,5.6,13.6,5.2,90.8,0.401339663,0.6875387,1
2,5.4,21,10.2,16.8,6,101.6,0.447690706,0.607528051,6.2,24.8,5,14.8,3.2,102,0.474981583,0.697783613,0
-1.5,9.2,19.4,7.8,17,4.4,104.2,0.447389058,0.755150286,4.4,21.6,8,12,4.8,93,0.451281808,0.744501556,0
-6.5,7.2,20.2,10,15,5.6,93.6,0.467228652,0.73925864,7.2,19.4,8.8,14.2,3,102,0.421230072,0.789644473,0
-2.5,6.4,18.4,6.4,12.4,4.8,91.2,0.410447602,0.728362092,7.2,23,6.8,13.2,7.8,95,0.424271381,0.742127872,0
4,7.8,24.2,8.2,14,3,98.8,0.437117149,0.798874434,8,25.4,9.4,16.4,6.2,103.4,0.501824765,0.755577859,0
3.5,8.6,23.8,8,15,3.6,98.4,0.445602381,0.74144452,6.4,20,7.2,12.8,1.8,101.2,0.474248848,0.841112624,0
5.5,8.4,22.8,7.6,10.2,4.6,97,0.428573968,0.826946779,9.2,22.8,5.8,14,3.8,113.4,0.47343013,0.872816399,0
5.5,7.8,20.4,5.6,12.6,5.2,99,0.471042348,0.734700855,11,21.6,8,12.6,6.6,101.6,0.468819639,0.844819321,0
-3.5,7.2,20.2,10,16.2,5.8,95.2,0.48026284,0.708100745,7.4,21.6,9.6,17.4,7,104.2,0.444379018,0.672791209,0
13.5,6.4,20.6,9,15.6,4.2,96.8,0.4556939,0.794721178,11.2,20.2,9.8,15.4,5.4,104.4,0.450291008,0.743819163,1
4.5,7.6,24.6,8.2,13.8,2.8,101.2,0.467968927,0.82833872,6.8,18.8,7.4,13.8,8.4,107.2,0.466590686,0.815,1
5,8,16.8,6.6,14.2,3.8,96.2,0.42870746,0.806171911,12.4,24.8,7.6,12.8,6.8,106,0.463326957,0.740670923,0
-6,9,20.6,8.6,15.4,4.2,106,0.463178531,0.773637681,3.4,17.8,6,13,4.6,90.2,0.41259423,0.717723502,1
-9.5,6.4,21.4,6.2,12.6,5,96.8,0.430305224,0.736277841,7.8,22,7.8,17.8,4.6,102.2,0.444845191,0.655703945,0
-1,7.2,22.2,7,12.2,5.8,102.4,0.453235803,0.748244421,9,22,9.6,16.6,6.2,96.8,0.446816983,0.727089619,0
9,7.2,19,9.6,13.6,4.4,93.4,0.419633055,0.766149749,4,19.8,7.2,10.6,4.6,92.2,0.441296155,0.752582364,1
-7,9.6,23,5.8,14.8,4,113.4,0.472387628,0.856149733,7,19.8,7.2,13.8,3.4,101.4,0.458762183,0.82777929,0
-4.5,8.6,22.6,7.2,11.4,4.4,98,0.445432205,0.812401324,7.6,24.2,9,14.4,4.4,103.6,0.445247771,0.797935748,1
2.5,11.6,20.2,8.8,12.6,6,100.2,0.460204356,0.819312075,5,18,5.2,13,5.4,91.6,0.40615894,0.700872033,1
3.5,7.6,20.6,9.6,15.8,5.6,99.2,0.496637109,0.750591588,7.2,21.8,7.6,13.2,3.4,101.4,0.458557162,0.849291101,1
-8.5,8.6,24.2,8.2,14.8,5,101,0.48329268,0.774876104,6.6,17,8,13.4,4.4,97.4,0.439088949,0.791262821,0
-3.5,6.6,21,7,15,8.2,108.2,0.510407739,0.838333333,8.2,23.8,7.4,13,3.8,100.8,0.467056123,0.769155012,0
2,9.2,22,7.2,12.8,4.4,103.2,0.493982423,0.743817664,5.2,17.4,6.4,11.6,4,90.4,0.427640699,0.714649718,1
-1,6.6,18.6,8.4,15.8,2.2,98.2,0.399766657,0.785421245,8.6,20,9.6,18.2,6.8,102.8,0.4410849,0.714245754,0
6,7.6,23.6,5.4,13.6,6.6,96.2,0.439796495,0.728491508,6.6,26,5.8,13.8,4.2,100.4,0.463167237,0.714926471,0
3,9.4,18,6.6,13.8,4.6,102,0.470645742,0.744451754,11.6,23.2,8.2,13.4,6.4,102.6,0.44337881,0.756824769,0
5,6.6,17.4,9.4,13,5,92.2,0.412453568,0.769483083,4,19.6,6.6,11.4,4.2,98.4,0.441432989,0.740629906,0
-5,6.2,21.4,7.4,12.6,4,94.8,0.426514451,0.737582594,9.2,19.6,7.2,11.2,3.2,101.8,0.481482423,0.763597884,0
-6,5.6,21.2,7,15.2,7.6,105.8,0.486136154,0.855,5.4,19.6,6.6,11.8,4.2,91,0.435017085,0.732468512,0
-11,9.8,26.4,7.6,15.2,5,106.6,0.514787908,0.808804676,6.4,20.8,6,14,7.2,93.4,0.427488803,0.768491508,0
12.5,6,21.6,8,17.4,3.8,97.8,0.425279974,0.717358081,8.2,21.8,9,14.4,2,105.6,0.430328155,0.790832501,1
2.5,8.2,19.2,8,17.6,6.4,98.6,0.442925972,0.696297036,7.8,23.4,9.2,13.4,4,109.4,0.452725357,0.792724935,1
3.5,6,25.4,5.4,14.2,5.6,95.4,0.431536918,0.693497899,12.4,22.4,8.4,13.2,5.8,100,0.470230669,0.811312075,1
7,5.4,18.2,7.2,13.8,4.2,97.8,0.443935482,0.837974193,8.2,24,10.2,15.6,4.2,106.4,0.446767239,0.796759278,0
6,7.8,23.6,8.2,11,4.4,100,0.448002267,0.801925134,9.6,20.6,8.4,15.4,4.2,105.8,0.46586859,0.79934301,1
-1,6.6,21.6,7.6,13,4.8,94,0.428183258,0.712155649,4.6,16.4,5.2,12,3.8,92.2,0.455923203,0.74850065,1
2.5,9.4,18.4,9,15.8,5.8,101.2,0.429096129,0.688104878,9,22,5.8,14.6,5,111.6,0.479148953,0.875561497,1
12,4.2,20.2,6.8,10,4.8,96.6,0.426634918,0.80693815,6.6,21.2,8,14.2,3,98.4,0.47240925,0.839137255,1
2,6,20.4,5.2,12,5.2,96.2,0.445253849,0.712993245,7.4,18.2,8.8,12.6,5,94.6,0.418975934,0.790535714,0
7,6.4,21.6,6.4,18.6,3.8,97.6,0.444321743,0.709839284,7,18.4,7.6,13.4,4,101.4,0.453942885,0.851460189,1
6,8,20.2,8.8,15.6,7.2,91.6,0.418727096,0.692746185,9.4,24.8,7.4,12.8,4,101.6,0.453388984,0.771377234,1
3,10.8,21.2,9.8,12.4,5.4,96.8,0.462335932,0.808304556,9.6,20.2,6.8,12.4,3.8,102.4,0.48064909,0.78535227,1
6,4.4,15.8,5,12.2,3,93.2,0.451961707,0.781321162,7.8,18.4,7.8,16.6,6.6,98.4,0.427925972,0.683761424,1
2.5,5.2,19,7.6,11.6,4.2,93.4,0.425461209,0.735409688,8,22,8.6,14,3.6,107.4,0.433524128,0.798082078,1
12.5,10,23.4,8.6,13.6,5.6,104.4,0.46087881,0.749438406,6,21.4,7.6,16.4,7.6,109.6,0.512065222,0.838636364,1
-3.5,6,21.6,6.2,16.8,6.2,92.4,0.403081633,0.739015141,5.2,19.8,6.6,14,6.8,88.8,0.401664627,0.744889024,0
8.5,8.6,22.6,9.8,13.8,1.8,104.8,0.416502397,0.784674865,9,26.6,7.2,14.4,4.6,106.6,0.508807047,0.761745852,1
10.5,6,21.2,8,12.8,5.4,100.4,0.442939891,0.848807526,6.6,20.2,7,13.2,5.4,95,0.434278159,0.715161715,0
6.5,7.2,22.2,8.4,13.2,4.8,104,0.431247671,0.78896707,9.2,19.2,7,14.8,4.2,102.4,0.464841821,0.749404135,1
3.5,7.8,16.8,8.6,14.2,6.2,99.6,0.425313623,0.719771544,9,20.2,7,15.4,4.4,101.8,0.449476077,0.773888464,0
3,8.6,23.8,7.8,14,4.8,102.6,0.45363743,0.732234105,4.2,20.8,6.2,9.4,5.2,95.8,0.428505558,0.776686049,0
-5,7,20.2,8,13.4,4.6,93.2,0.408493068,0.696771034,7.6,22.2,8.6,15.6,5.8,96.8,0.423275041,0.676506869,0
12.5,6.2,20,5.4,12,4.4,98.6,0.446933778,0.714572193,6.8,20.8,10.6,15.4,5,96.2,0.478003568,0.738591588,1
-1,9.4,26.4,8,12.6,3,101.6,0.449893354,0.752146465,8.6,20.4,9,11.2,4.2,91.4,0.428050217,0.823615561,1
3.5,7.4,19.6,7.6,13.8,3.8,103.4,0.468605066,0.864280702,5.8,20,7,16.6,6,85,0.391982746,0.766259723,0
-10.5,9.6,23,6,14.6,5.6,112.6,0.472052561,0.866470588,6,21.4,5.8,17.4,4,92.4,0.436583647,0.732350106,0
11,4.2,18.4,5.8,13.4,5.8,87.2,0.411732937,0.750343569,8,22.6,8.2,11,4.4,97.4,0.434267089,0.795431627,1
-6.5,9.2,27.6,7.2,14,4.2,108.8,0.522448577,0.792515083,6.8,21.8,8.2,12,6.2,103.8,0.450916081,0.861029748,0
-6.5,8.4,17.2,9.6,15.6,5.8,102.2,0.427662258,0.728342973,6.4,19.8,8.8,14.6,4.6,106.4,0.439952307,0.803486126,1
-3,8.6,22.2,10.6,13.4,1.8,104.4,0.401600211,0.821597942,5.4,18.6,6.8,12.2,3.2,91,0.415937399,0.752776635,0
-3.5,12.2,26.8,6.4,16,5.8,118.2,0.494084599,0.83,7,18.8,6.8,16.2,5.2,98,0.44515769,0.673315955,0
13,8.4,17,7.6,11.4,5.4,89.6,0.406034758,0.821785714,6.6,26,9,16.6,7.8,113.2,0.519374268,0.837549407,1
7,7.8,22,7.2,12.8,4.4,107.6,0.437454408,0.820255991,6.6,20,7,12.8,6.2,91.4,0.41780757,0.703256953,1
-1,7.8,19.2,6,16.6,5.2,101.8,0.44376581,0.780555131,9.2,19.8,7.6,15.4,5.4,104.8,0.468765207,0.757128273,1
11,5.2,19.6,6.2,15.4,4.4,101.4,0.453774711,0.646649289,6.4,20,7.4,13.6,4.6,97.8,0.478509728,0.814666667,0
6,8,22.6,7,15.2,5,98.6,0.439605485,0.758321061,10.2,26.4,7.2,16,2.8,102.8,0.483605475,0.752146465,1
-1.5,9.2,22.2,9.6,12.8,2.4,104,0.407061738,0.819751788,8.8,19.6,5.6,13,4,98.8,0.479006615,0.765796714,1
9,6.6,22.4,6.8,17.2,4.2,95.8,0.445804037,0.747734721,6.4,17.6,4.4,12.4,3,95.6,0.463100948,0.784262339,1
12,7.2,21.8,5.8,10.6,7.8,101,0.445696799,0.838063241,6.6,21.8,10.2,14.4,6.2,99.6,0.500725006,0.74612782,1
2,5.8,21.6,7.4,15,5.4,94.6,0.424604576,0.683173535,6.8,19.2,10.2,11.4,3.4,89.4,0.423175546,0.821861175,0
7,7.8,17,8,11.8,5.2,92.6,0.410564375,0.822554945,5,19,7.4,16.6,7.4,79,0.364075769,0.772509723,0
-3,9.6,27,7.2,12.6,2.8,108.4,0.507938088,0.818005279,6.6,21.2,8.6,12.4,4.2,95.6,0.426536547,0.708957414,1
1.5,5,18.2,8.4,14.6,5,107.6,0.450202092,0.824698248,4,23,7.2,10,6.2,96.4,0.439222931,0.749686049,1
-4.5,10.2,26.4,6.4,13.8,5.4,114.4,0.466069509,0.824230769,7.2,19.6,5.6,12.6,2,100.4,0.45847224,0.708238859,0
2.5,6.6,21.4,6.2,15.6,4.4,97.4,0.439378599,0.78689249,5.8,18.8,6.2,10.8,3.4,93.4,0.42976935,0.738930481,0
-2.5,6.2,26.6,9.2,16.4,7,111.6,0.507730739,0.857549407,6.8,19.2,7.2,13.8,6,94.2,0.426605524,0.699410799,0
9,7,21.6,7.4,13.2,5,100,0.436017657,0.798423633,9.6,21,5.4,16.2,5.4,105.6,0.457713178,0.761125541,1
4,7,18.8,7,13.4,4.6,98,0.469691386,0.802814815,6.6,24.2,10.4,15.4,6.8,105.6,0.544368686,0.765999614,1
3,6.6,21.2,6.2,10.2,6.4,99.4,0.457655065,0.820808339,7.2,18.4,6.2,12.6,4.4,91.6,0.421265243,0.858269231,0
7.5,4.8,22.4,7.2,11.2,6,94.4,0.436658828,0.755352716,6.8,21.4,7.4,12.4,5.6,102.6,0.461094504,0.853169591,0
6,5.2,16.6,7.8,15.6,4.4,102.6,0.442223368,0.825826067,10,27.6,8.4,15.8,3.2,104.2,0.478992538,0.787979798,1
1,5.2,19,4.8,13.6,5.4,102.6,0.455432465,0.629766172,9,18.4,5.2,13.6,3.4,97.8,0.46376425,0.766762898,0
5,6.2,21.6,7.2,15.4,5.2,95.4,0.44252695,0.677494022,9.8,22.4,5.8,13.2,2.8,105,0.504161714,0.764163083,0
-4.5,7.8,20.8,10,10.4,4,95,0.438226699,0.828873797,4,16.6,6.2,13.6,6,84,0.409317478,0.772610776,0
2.5,11.4,27.2,6,13.4,5.8,117,0.465544771,0.841897436,9.8,24,8.6,10.6,2.2,107,0.424035357,0.786418455,1
9.5,6.4,20.2,6.6,12,2.6,95.4,0.438146855,0.728235294,8.4,24.4,9.4,12.4,4.4,100.8,0.449233829,0.752294372,1
-3.5,8.2,26.2,7.6,14.8,3.2,106.8,0.515196619,0.765624327,10.4,18.8,9.4,15,5.4,107.8,0.47231533,0.759089058,0
8,5.4,19.4,6.6,15,7,80.4,0.366544905,0.774048184,8,17.6,9.2,14.6,6.6,102.8,0.43987438,0.665185078,1
9.5,6.6,21.8,8,12,5.2,99.2,0.430166593,0.758423633,7.4,20.2,9.2,13.4,3.6,102.2,0.464800309,0.711374996,1
13.5,5.8,20.4,6.8,14.8,5.8,84.4,0.388048641,0.758520234,6.2,25,10,16.4,6.4,109,0.483380089,0.807549407,1
7,7,24.8,8,15.6,3.4,105.2,0.499693395,0.76145766,9,21.2,5.4,16.6,4.8,104.8,0.447823068,0.731363636,0
-5.5,10.6,24.8,6.2,14.4,2.6,108.4,0.517675227,0.783003663,7.6,22.8,8.8,18.4,3.4,96.2,0.437117169,0.739163293,1
7.5,8,22.4,6,11,7.4,97.8,0.450337992,0.798199643,11.4,29,8.6,16.6,3.8,107.4,0.491745217,0.845555556,1
8,4.2,15.2,6.4,15.4,6.4,87.8,0.410052526,0.779104282,8,21,6,11.6,1.8,105.8,0.471738823,0.751621212,1
6,5.2,21.6,7.4,13.8,5.4,92.2,0.436527491,0.726143791,5.6,19,6.8,12.8,5.2,105.2,0.454638379,0.679766172,0
10,4.6,17,7,14,3.8,101.6,0.443634303,0.835002538,6.8,23.8,10.4,13.8,5.2,104.4,0.530216172,0.792793873,1
6,8.4,19.2,8,14.2,5.8,103.6,0.458034826,0.69947995,6.2,17,7.2,13.4,4.4,94.6,0.450320365,0.795671958,1
6.5,7,22.8,8,13.8,5.4,103.6,0.466051401,0.817169591,7.2,24.4,10,14,4.8,101.8,0.472776359,0.789843779,0
4,9.6,18.6,8.4,15.2,5.6,108.6,0.473859017,0.761720637,6.6,22,8.2,14,5.8,93.2,0.421052457,0.679348103,0
-6,9,23.2,7.8,10.2,2.4,106.8,0.4264895,0.778259947,6.2,20.2,6.4,14.6,5.8,97.8,0.451969316,0.774787227,1
3,6,20.2,8,12.2,2.2,94.8,0.433995818,0.715630252,9.2,20.6,11.4,10.2,4.2,97.6,0.421520201,0.816242218,0
1.5,7,21,6.6,15.8,4.4,97,0.449372514,0.692941176,7.4,18.4,5,14,3,96.2,0.454196349,0.785618116,0
4.5,6,19.6,5.8,12.8,7.4,90.4,0.416940909,0.78486631,5,20.8,8.6,14.2,6,98.8,0.467479872,0.715826331,0
3,5.2,19.4,9.4,15.6,3.2,102,0.47010693,0.754699507,7.4,18.4,6.2,12.2,4,91,0.406381522,0.858269231,0
-1,7.2,16.8,9.2,13.4,5,100.2,0.450014776,0.693527569,7,19.2,6.2,13.6,6,105.2,0.460471713,0.671487305,0
3.5,9.4,21,6,11,3.6,111,0.475040028,0.790139731,6.2,22,6.6,13.6,5.6,87.8,0.39670665,0.741720941,1
2.5,8.8,24.8,9,18.6,3.8,103.8,0.467378038,0.725128205,5.8,16.8,6.4,14.6,5.6,94.4,0.410052526,0.787104282,1
3.5,7.2,24.8,10.8,16.4,6.4,110.2,0.497388949,0.828977979,8.4,24,8.4,16.4,3.4,104.2,0.485035581,0.745358589,0
3,7.6,25.4,11.2,14.6,4.8,101.8,0.468128134,0.764389234,10.2,19.2,9.4,14.2,6.4,108,0.463160569,0.753454507,1
8,7.4,23.2,7.4,11,4.8,99.2,0.434736485,0.745482456,13,26.4,5.8,13.8,5.4,117.8,0.456533507,0.809792173,1
13.5,6.6,21.2,6.4,16.2,7,97,0.462161624,0.79187056,8.4,22.4,7.6,18.4,4.4,103,0.450045291,0.749545455,1
8.5,6,21.4,7.6,15,6.4,92.4,0.419068049,0.69882072,8.6,21.2,8,12.8,4.4,105,0.46404984,0.752562736,1
12,6,20.6,4.4,14.6,3.2,96.8,0.463248073,0.764983196,7.2,20.2,7.6,14.2,5,98.6,0.476493205,0.760174122,1
10,8.4,22.4,7.6,14.6,5.2,104.2,0.460798117,0.796725146,7.8,24.8,10.4,14.6,7.2,109.6,0.482440165,0.832008282,0
5,8.6,22.8,8,10.8,2.4,103.8,0.418879851,0.765846154,10,22.4,8,13.6,4.8,108.2,0.465273831,0.758634842,1
6.5,6.8,18.2,6.8,14.8,6.6,102.2,0.445882956,0.823278195,4.6,20.2,7.8,14.2,7,97,0.460250957,0.71214986,1
1,6.6,19,7.4,12.6,6.8,104,0.45638345,0.652628744,8.4,20.2,6,10.4,4.2,106,0.441526514,0.822462963,0
-1.5,9.4,21.4,10.6,9,4,98.4,0.423485558,0.778255948,7.6,18.2,6.6,12.8,4.4,92.6,0.417059029,0.780008361,0
-6.5,8,21.4,7.8,12.6,5.6,101.8,0.473795848,0.760537759,13,28.2,7.4,15,3.2,111.6,0.505070185,0.758717949,0
7.5,11.6,30.6,8.6,15.6,4.2,112.6,0.525132012,0.84,6.6,25,11.8,13.8,5.2,106.8,0.541996627,0.754698635,1
4,7.2,26,10.4,13.6,5.6,104,0.486936693,0.732215321,8,20.2,7.8,14.6,4.6,102.2,0.476300798,0.683020323,0
6.5,6.4,18.6,6.4,12.2,6.8,87.4,0.403573152,0.750421866,5,20.2,6.8,13,2.2,93.8,0.445167152,0.731110128,1
11.5,8,22.2,7.8,13.8,5,104.4,0.448352731,0.783295019,8.2,22.6,8.2,16,2.8,100.8,0.460056607,0.737666281,1
-1.5,8.4,22.2,9.2,18,4.2,104.4,0.441549799,0.776913876,5.8,20.8,8,14.6,6.2,95.6,0.407330813,0.743155695,0
7.5,6,18.2,6.6,17.2,7.2,94.2,0.444403004,0.839377891,11.8,18.2,9.8,15.2,6,109.8,0.461956738,0.754320308,1
-1,6.8,23,6.4,10.2,4,98.4,0.437877316,0.719824561,6.4,20.4,8.8,15.6,3.2,101.6,0.481484785,0.712720497,0
3,6.8,22.2,5.8,14.8,5.4,89.6,0.42000241,0.706633222,12.6,28.8,7.6,16,4,108.4,0.492196785,0.748051282,0
-9,7.6,21.4,9,15.6,7,104.8,0.461174881,0.852539683,10.4,21.2,9.8,9.6,4.6,101.8,0.434183232,0.757203317,0
-9,7.8,25,10.8,14,5.2,114.2,0.557381243,0.745733117,5.8,16.8,6.8,16.4,6.2,94.6,0.440555,0.786498925,0
7.5,7,20.8,6.8,15,4.2,99.8,0.48613805,0.67927648,8.4,23.2,8.4,16.6,4,103.2,0.456984679,0.72655517,0
3,10.2,24.2,9.6,13.4,4.8,113.6,0.485833477,0.779575013,8.6,21.2,8.8,17.4,4.6,99.8,0.43170853,0.72135832,1
-3,13.6,31,8,16.2,4.8,116.2,0.53644205,0.837368421,8.4,20.6,5.8,12.2,4.4,102.6,0.422247517,0.785796296,0
7.5,6,20.2,8,12,3.2,95,0.439143055,0.739933658,8,23.4,6.2,13.6,5,103.8,0.508122546,0.663487006,1
-3,8.2,22.8,8,14,5.2,104.4,0.440934939,0.777486847,7.8,25.8,11.2,13.6,5.6,107.6,0.504111607,0.748985507,0
4.5,9.2,23.2,9,14,6,111.6,0.471555431,0.777050469,13,26.6,5.6,12.4,4.6,117.6,0.45664816,0.820903284,1
-7,9.2,23.2,8.6,15,6.2,109.2,0.478662566,0.826385836,6.2,21.8,6.2,13.2,6.6,102.2,0.459479194,0.73714986,0
-4,8,20.6,8.6,12.6,6.8,105.2,0.458599762,0.663739855,7,18.6,6,12.2,4.2,92.2,0.413146272,0.737962907,1
4.5,8,20.4,7.2,14.4,6.6,106.2,0.443291705,0.85151349,11.2,26.2,8.2,16.8,4.2,104.2,0.47148008,0.746438379,1
-3,7.4,21.6,7,13.4,5,102.6,0.444588805,0.760628352,10,22,8,9.8,4.8,98.4,0.417478251,0.71685244,0
6,7.6,22.2,6.6,15.2,4.4,103.4,0.471715275,0.727284611,7.6,23.8,7,12.2,2.2,105,0.426266214,0.737071225,1
3,5,19.6,8,16.4,6,93.2,0.399168141,0.778869981,6.6,24.2,8.4,12.2,3.4,100.2,0.434040918,0.720194932,1
3.5,7.6,16.2,7.2,17,6.2,93.6,0.428977352,0.739978779,7.4,20,6.2,13,6,89.4,0.4182548,0.778300654,1
-6,8,26,10.6,13.6,3.8,111.6,0.549354927,0.71671351,7.2,20,9,17,3.2,100.4,0.468972272,0.693672878,1
6.5,12.2,19,8.6,15,5.6,110,0.456494891,0.75459617,8.4,22.8,9.2,16,4.6,100.4,0.430919056,0.718328017,1
4.5,8,21.4,6.2,13.6,5.8,106.2,0.433645693,0.779950142,6,19.8,4.6,14.6,4,95,0.456938549,0.735023682,1
13.5,9.4,23.6,7.2,14.8,4.6,99,0.437043209,0.781053763,8.2,20.8,9,13.6,4.2,102.6,0.470625271,0.798011443,1
6.5,9.8,21.6,8.4,11.2,4.6,94.8,0.409883315,0.685823254,8.4,20.6,7.2,14.4,3.6,101.8,0.43313477,0.744466736,1
3.5,7.6,21,9.2,14,6.4,103.4,0.454341388,0.635168426,8.4,20.6,6.4,14.2,4,103.2,0.47928154,0.769768271,1
6,6.4,20.6,5.4,11.8,6.4,100.2,0.444735604,0.755483193,12.8,33.2,9.4,15,5.6,120.4,0.514259055,0.784736842,1
